name,total_sales,sum(sale_liters)
HY-VEE FOOD STORE (1009) / ALBIA,6320.34,361.5
KWIK STOP C-STORES / DUBUQUE,6316.52,246.51
MISSISSIPPI RIVER DISTILLING CO - DAVENPORT,6276.720000000001,207.5
CASEY'S GENERAL STORE #23 / MAXWELL,6211.13,294.54999999999995
KWIK STOP DELHI,6164.74,363.4
AKRON STOP / ALGONA,6146.44,325.59000000000003
MCELROY'S FOOD / WINTHROP,5920.59,446.75
HY-VEE FOOD STORE #3 (1142) / DES MOINES,5663.420000000001,243.64999999999998
ADVENTURELAND INN,5589.49,166.4
YOUR PRIVATE BAR / URBANDALE,5486.4,215.54999999999998
HY-VEE C STORE / MT. PLEASANT,5267.32,236.79999999999998
HY-VEE GAS / NEWTON,4445.969999999999,149.57999999999998
CIRCLE K #22654123 / BOONE,4442.849999999999,275.53999999999996
HY-VEE DRUGSTORE #4 (7025) / CEDAR RAPIDS,4434.9400000000005,311.2
10TH HOLE INN & SUITE / GIFT SHOP,4381.080000000001,239.75
WALGREENS #11330 / STORM LAKE,4275.54,201.0
BROADBENT DISTILLERY,4248.96,360.0
WALGREENS #05119 / CLINTON,4241.92,211.5
SOUTHGATE EXPRESSE - AMES,4192.38,164.2
MOES MART #13 / CASEY,4036.9400000000005,234.29999999999995
MOES MART #11 / SIOUX CENTER,3785.3599999999997,138.90999999999997
BP TO GO - 250 / CEDAR RAPIDS,3720.7799999999997,240.04999999999995
HY-VEE FAST AND FRESH #2 (7591) / WEST DES MOINES,3405.53,124.51999999999998
KUM & GO #208 / SE 14TH DM,3248.04,142.85
HY-VEE GAS #5018 / AMES,3234.3,16.8
LANE'S CORNER STORE / WATERLOO,3213.54,59.1
BP TO GO - 1581 / CEDAR RAPIDS,3150.84,180.0
JK AFRICAN STORE LLC / DES MOINES,3112.09,121.1
COLFAX TRAVEL CENTER / COLFAX,2757.15,103.03
BUCKY'S EXPRESS #22 / COUNCIL BLUFFS,2721.749999999999,127.68999999999998
CVS PHARMACY #10114 / ANKENY,2237.88,162.0
CUBBY'S ODEBOLT / ODEBOLT,2213.69,8.249999999999998
HY-VEE FAST AND FRESH #5 (7584) / URBANDALE,2083.2,90.05
HY-VEE FAST AND FRESH #3 (7592) / WEST DES MOINES,1914.4700000000003,77.02
THE PUMPER / FAYETTE,1787.18,117.14999999999999
KINGS MART #51 / CEDAR RAPIDS,1697.6200000000003,61.69
HY-VEE FAST & FRESH - KNOXVILLE,1641.8200000000002,62.6
CASEY'S #4306 / FAIRFIELD,1582.59,114.87
GOPUFF / NORTH LIBERTY,1582.5,49.5
WILDCAT DISTILLING,1296.0,54.0
ROCK RIVER DISTILLATION COMPANY,1209.6,54.0
BP TO GO - 1010  / MARION,1183.4399999999998,101.89999999999999
CASEY'S GENERAL STORE #2364 / URBANDALE,870.24,41.7
SUPERQUICK LIQUOR VINE / WEST DES MOINES,627.9,7.5
HY-VEE WINE AND SPIRITS / WATERLOO!,-6.0,-0.75
